id,word,translation,example,exampleTr,level,cefrLevel,partOfSpeech,topic
auto,currently,şu an,The company is currently working on a new product for international markets.,Şirket şu an uluslararası pazarlar için yeni bir ürün üzerinde çalışıyor.,medium,B2,adverb,business
auto,increasingly,giderek,Online education is becoming increasingly common in universities around the world.,Çevrimiçi eğitim dünya genelindeki üniversitelerde giderek daha yaygın hale geliyor.,medium,B2,adverb,technology
auto,crowded,kalabalık,The beach was so crowded that we could not find a comfortable spot.,Plaj o kadar kalabalıktı ki rahat bir yer bulamadık.,medium,B1,adjective,travel
auto,direct,direkt,We took a direct flight to Tokyo without any stops or layovers.,Tokyo'ya hiç durmadan veya aktarma yapmadan direkt uçuş aldık.,medium,B1,adjective,travel
auto,scenic,manzaralı,The scenic drive along the coastal road was absolutely breathtaking.,Kıyı yolu boyunca manzaralı sürüş gerçekten nefes kesiciydi.,medium,B2,adjective,travel
auto,remote,uzak,The village is so remote that very few visitors ever find their way there.,Köy o kadar uzak ki oraya giden çok az ziyaretçi oluyor.,medium,B2,adjective,travel
auto,domestic,yurt içi,There are many domestic flights available between major cities in the country.,Ülkedeki büyük şehirler arasında pek çok yurt içi uçuş mevcut.,medium,B2,adjective,travel
auto,compulsory,zorunlu,Wearing a seatbelt is compulsory for all passengers in the vehicle.,Araçtaki tüm yolcular için emniyet kemeri takmak zorunludur.,medium,B2,adjective,education
auto,advanced,ileri,This course is designed for advanced students who already know the basics.,Bu ders temel bilgilere sahip olan ileri düzey öğrenciler için tasarlanmıştır.,medium,B2,adjective,education
auto,interactive,etkileşimli,The museum has many interactive exhibits that children really enjoy visiting.,Müzede çocukların ziyaret etmekten gerçekten hoşlandığı birçok etkileşimli sergi var.,medium,B2,adjective,education
auto,challenging,zorlu,The final exam was very challenging but the students performed exceptionally well.,Final sınavı çok zorlu idi ancak öğrenciler son derece iyi performans gösterdi.,medium,B1,adjective,education
auto,theoretical,kuramsal,The professor gave a detailed theoretical lecture on the development of language.,Profesör dilin gelişimi üzerine ayrıntılı bir kuramsal ders verdi.,hard,C1,adjective,education
auto,discuss,tartışmak,We need to discuss this project with the team before our next meeting.,Bu projeyi bir sonraki toplantıdan önce ekiple tartışmamız gerekiyor.,medium,B1,verb,social
auto,connection,bağlantı,The hotel room has a fast internet connection and a comfortable workspace.,Otel odası hızlı internet bağlantısına ve rahat bir çalışma alanına sahip.,medium,B1,noun,technology
auto,reason,sebep,The main reason she moved abroad was to improve her career opportunities.,Yurt dışına taşınmasının ana sebebi kariyer fırsatlarını geliştirmekti.,medium,B1,noun,academic
auto,ability,yetenek,Her ability to speak three languages impressed everyone at the job interview.,Üç dil konuşma yeteneği iş görüşmesinde herkesi etkiledi.,medium,B1,noun,education
auto,attention,dikkat,Please pay attention to the safety instructions before boarding the plane.,Lütfen uçağa binmeden önce güvenlik talimatlarına dikkat edin.,medium,B1,noun,daily
