id,word,translation,example,exampleTr,level,cefrLevel,partOfSpeech,topic
auto,suffer,acı çekmek,Many elderly patients suffer from joint pain that makes it difficult to walk.,Birçok yaşlı hasta yürümeyi zorlaştıran eklem ağrısından acı çekmektedir.,medium,B2,verb,health
auto,normal,normal,The doctor said her blood test results were completely normal and nothing to worry about.,Doktor kan testi sonuçlarının tamamen normal olduğunu ve endişelenecek bir şey olmadığını söyledi.,easy,A2,adjective,health
auto,serious,ciddi,The patient was taken to hospital after developing serious symptoms overnight.,Hasta bir gecede ciddi belirtiler geliştirdikten sonra hastaneye kaldırıldı.,medium,B1,adjective,health
auto,pressure,baskı,She put pressure on the wound to stop the bleeding after the accident.,Kazanın ardından kanamayı durdurmak için yaranın üzerine baskı uyguladı.,medium,B1,noun,health
auto,avoid,kaçınmak,Doctors recommend avoiding fatty foods and alcohol to maintain a healthy liver.,Doktorlar sağlıklı bir karaciğer için yağlı yiyeceklerden ve alkolden kaçınılmasını öneriyor.,medium,B1,verb,health
auto,region,bölge,The northern region of the country is known for its dramatic mountain scenery.,Ülkenin kuzey bölgesi çarpıcı dağ manzarasıyla tanınır.,medium,B1,noun,travel
auto,ready,hazır,Make sure you have your passport ready before going through the security check.,Güvenlik kontrolünden geçmeden önce pasaportunuzun hazır olduğundan emin olun.,easy,A2,adjective,travel
auto,inside,içeride,The museum is free on Sundays so many visitors go inside to see the exhibitions.,Müze Pazar günleri ücretsiz olduğundan pek çok ziyaretçi sergileri görmek için içeri giriyor.,easy,A2,adverb,travel
auto,central,merkezi,They booked a central hotel so they could easily walk to all the main attractions.,Tüm ana turistik yerlere yürüyerek gidebilmek için merkezi bir otel ayırttılar.,medium,B1,adjective,travel
auto,capital,başkent,The capital city has excellent museums galleries and restaurants for every taste.,Başkent her zevke uygun mükemmel müzeler galeriler ve restoranlar sunmaktadır.,medium,B1,noun,travel
auto,season,mevsim,Spring is the best season to visit the city because the weather is mild and pleasant.,İlkbahar hava ılık ve güzel olduğu için şehri ziyaret etmek için en iyi mevsimdir.,medium,B1,noun,travel
auto,recognize,tanımak,She recognized her old teacher immediately even after twenty years.,Yirmi yıl sonra bile eski öğretmenini hemen tanıdı.,medium,B1,verb,social
auto,sorry,üzgün,He felt sorry for missing the party and sent a message to apologize.,Partiye katılamadığı için üzgün hissetti ve özür dilemek için mesaj gönderdi.,easy,A2,adjective,social
auto,alone,yalnız,She prefers to work alone rather than in a group when focusing on complex tasks.,Karmaşık görevlere odaklanırken grup halinde değil yalnız çalışmayı tercih eder.,easy,A2,adverb,social
auto,either,de,He did not attend the meeting and his colleague did not come either.,Toplantıya katılmadı ve meslektaşı da gelmedi.,easy,A2,adverb,social
auto,anyway,her neyse,She was nervous about meeting new people but went to the party anyway.,Yeni insanlarla tanışmak konusunda endişeliydi ama her neyse partiye gitti.,medium,B1,adverb,social
auto,deep,derin,She had a deep respect for her mentor who had guided her throughout her career.,Kariyeri boyunca kendisine rehberlik eden danışmanına derin bir saygı duyuyordu.,medium,B1,adjective,emotions
auto,fear,korku,His fear of public speaking made it very difficult for him to give presentations.,Alenen konuşma korkusu sunum yapmasını çok zorlaştırıyordu.,medium,B1,noun,emotions
auto,damage,hasar,The storm caused significant damage to the forest and local wildlife.,Fırtına ormana ve yerel yaban hayatına önemli hasar verdi.,medium,B1,noun,nature
auto,science,bilim,Modern science has helped us understand how climate change affects ecosystems.,Modern bilim iklim değişikliğinin ekosistemleri nasıl etkilediğini anlamamıza yardımcı oldu.,medium,B1,noun,nature
auto,beautiful,güzel,The hikers stopped to admire the beautiful view from the top of the mountain.,Yürüyüşçüler dağın zirvesinden güzel manzarayı seyretmek için durdu.,easy,A2,adjective,nature
auto,indeed,gerçekten,The results of the study did indeed support the original hypothesis as expected.,Araştırmanın sonuçları beklendiği gibi başlangıçtaki hipotezi gerçekten destekledi.,medium,B2,adverb,academic
auto,thus,dolayısıyla,The sample size was too small; thus the findings cannot be generalized to the population.,Örneklem büyüklüğü çok küçüktü; dolayısıyla bulgular topluma genellenemez.,medium,B2,adverb,academic
auto,obviously,açıkça,The data obviously shows a direct link between sleep quality and academic performance.,Veriler uyku kalitesi ile akademik performans arasındaki doğrudan bağlantıyı açıkça göstermektedir.,medium,B2,adverb,academic
